Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMMUG00000013237	ENSG00000112306	RPS12	RPS12
ENSMMUG00000005529	ENSG00000047457	CP	CP
ENSMMUG00000064254	ENSG00000233412	OR5H15	
ENSMMUG00000064254	ENSG00000231192	OR5H1	
ENSMMUG00000049169	ENSG00000006377	DLX6	DLX6
ENSMMUG00000017221	ENSG00000127419	TMEM175	TMEM175
ENSMMUG00000002612	ENSG00000109610	SOD3	SOD3
ENSMMUG00000057286	ENSG00000112799	LY86	LY86
ENSMMUG00000051426			
ENSMMUG00000055860			
ENSMMUG00000061514	ENSG00000169894	MUC3A	MUC3A
ENSMMUG00000015354	ENSG00000118518	RNF146	RNF146
ENSMMUG00000009325	ENSG00000128607	KLHDC10	KLHDC10
ENSMMUG00000004842	ENSG00000144671	SLC22A14	SLC22A14
ENSMMUG00000024902	ENSG00000206754	SNORD101	SNORD101
ENSMMUG00000050141			
ENSMMUG00000005007	ENSG00000143570	SLC39A1	SLC39A1
ENSMMUG00000017558	ENSG00000164465	DCBLD1	DCBLD1
ENSMMUG00000048222	ENSG00000244318	RN7SL252P	Metazoa_SRP
ENSMMUG00000012123	ENSG00000145335	SNCA	SNCA
ENSMMUG00000033610	ENSG00000221500	SNORD100	SNORD100
ENSMMUG00000056488			
ENSMMUG00000005977	ENSG00000183185	GABRR3	GABRR3
ENSMMUG00000030337	ENSG00000163322	ABRAXAS1	ABRAXAS1
ENSMMUG00000059277			U6
ENSMMUG00000058426	ENSG00000213462	ERV3-1	
ENSMMUG00000011335	ENSG00000181036	FCRL6	FCRL6
ENSMMUG00000014319	ENSG00000004948	CALCR	CALCR
ENSMMUG00000024847	ENSG00000200534	SNORA33	SNORA33
ENSMMUG00000052552			
ENSMMUG00000060283			
ENSMMUG00000025313	ENSG00000199514	RNU6-235P	U6
ENSMMUG00000001565	ENSG00000152061	RABGAP1L	RABGAP1L
ENSMMUG00000063166	ENSG00000083099	LYRM2	LYRM2
ENSMMUG00000060778			Metazoa_SRP
ENSMMUG00000052965	ENSG00000203778	FAM229B	FAM229B
ENSMMUG00000038872	ENSG00000244632	RN7SL863P	Metazoa_SRP
ENSMMUG00000004127	ENSG00000127922	SEM1	SEM1
ENSMMUG00000053851			
ENSMMUG00000052160	ENSG00000254726	MEX3A	MEX3A
ENSMMUG00000065204			Metazoa_SRP
ENSMMUG00000008853	ENSG00000204482	LST1	LST1
ENSMMUG00000061978			
ENSMMUG00000054573			
ENSMMUG00000058449			
ENSMMUG00000063274			
ENSMMUG00000041333			Metazoa_SRP
ENSMMUG00000001074	ENSG00000168038	ULK4	ULK4
ENSMMUG00000006974			
ENSMMUG00000018444	ENSG00000158716	DUSP23	DUSP23
ENSMMUG00000008849	ENSG00000227507	LTB	LTB
ENSMMUG00000005005	ENSG00000160741	CRTC2	CRTC2
ENSMMUG00000064596	ENSG00000197785	ATAD3A	
ENSMMUG00000022306	ENSG00000132698	RAB25	RAB25
ENSMMUG00000017222	ENSG00000145214	DGKQ	DGKQ
ENSMMUG00000031438	ENSG00000163539	CLASP2	CLASP2
ENSMMUG00000001248	ENSG00000124491	F13A1	F13A1
ENSMMUG00000021715	ENSG00000064995	TAF11	TAF11
ENSMMUG00000008922	ENSG00000132693	CRP	CRP
ENSMMUG00000006081			
ENSMMUG00000004847	ENSG00000093217	XYLB	XYLB
ENSMMUG00000005269	ENSG00000160218	TRAPPC10	TRAPPC10
ENSMMUG00000059327	ENSG00000153989	NUS1	NUS1
ENSMMUG00000000065	ENSG00000117477	CCDC181	CCDC181
ENSMMUG00000061362	ENSG00000252872	RNU7-188P	U7
ENSMMUG00000050751	ENSG00000207115	RNU6-364P	U6
ENSMMUG00000016358	ENSG00000109265	CRACD	CRACD
ENSMMUG00000033120	ENSG00000207656	MIR489	mml-mir-489
ENSMMUG00000015353	ENSG00000163319	MRPS18C	MRPS18C
ENSMMUG00000045654	ENSG00000232810	TNF	TNF
ENSMMUG00000028056	ENSG00000207045	RNU6-532P	U6
ENSMMUG00000006685	ENSG00000132703	APCS	APCS
ENSMMUG00000052734	ENSG00000205277	MUC12	
ENSMMUG00000017872	ENSG00000170854	RIOX2	RIOX2
ENSMMUG00000027144	ENSG00000208014	MIR653	mml-mir-653
ENSMMUG00000012126	ENSG00000116586	LAMTOR2	LAMTOR2
ENSMMUG00000005745	ENSG00000112319	EYA4	EYA4
ENSMMUG00000009198	ENSG00000113916	BCL6	BCL6
ENSMMUG00000053187			
ENSMMUG00000053632			
ENSMMUG00000004785	ENSG00000181982	CCDC149	CCDC149
ENSMMUG00000015352	ENSG00000093144	ECHDC1	ECHDC1
ENSMMUG00000060554			
ENSMMUG00000039344			
ENSMMUG00000061813			Metazoa_SRP
ENSMMUG00000057764	ENSG00000127415	IDUA	IDUA
ENSMMUG00000013039	ENSG00000117479	SLC19A2	SLC19A2
ENSMMUG00000037349	ENSG00000252449	RNU6-139P	U6
ENSMMUG00000052340			Metazoa_SRP
ENSMMUG00000009983	ENSG00000160803	UBQLN4	UBQLN4
ENSMMUG00000013427			
ENSMMUG00000036724	ENSG00000252489	RNU6-197P	U6
ENSMMUG00000021186	ENSG00000011426	ANLN	ANLN
ENSMMUG00000050121			
ENSMMUG00000008843	ENSG00000226979	LTA	LTA
ENSMMUG00000030170	ENSG00000146842	TMEM209	TMEM209
ENSMMUG00000059749			
ENSMMUG00000017311	ENSG00000004766	VPS50	VPS50
ENSMMUG00000054411			
ENSMMUG00000043311			
ENSMMUG00000021712	ENSG00000065060	BLTP3A	BLTP3A
ENSMMUG00000013428	ENSG00000179639	FCER1A	FCER1A
ENSMMUG00000050034	ENSG00000206595	RNU6-877P	U6
ENSMMUG00000009194	ENSG00000164111	ANXA5	ANXA5
ENSMMUG00000022354	ENSG00000196376	SLC35F1	SLC35F1
ENSMMUG00000056859			
ENSMMUG00000058438			
ENSMMUG00000053568	ENSG00000199591	Y_RNA	Y_RNA
ENSMMUG00000060122			
ENSMMUG00000041369	ENSG00000265078	RN7SL664P	Metazoa_SRP
ENSMMUG00000062024	ENSG00000204498	NFKBIL1	NFKBIL1
ENSMMUG00000060459			
ENSMMUG00000053626			
ENSMMUG00000056059			Metazoa_SRP
ENSMMUG00000016206	ENSG00000203747	FCGR3A	FCGR3
ENSMMUG00000016206	ENSG00000162747	FCGR3B	FCGR3
ENSMMUG00000059534			
ENSMMUG00000022993	ENSG00000021852	C8B	C8B
ENSMMUG00000017223	ENSG00000145217	SLC26A1	SLC26A1
ENSMMUG00000035170	ENSG00000252552	RNU6-307P	U6
ENSMMUG00000009925	ENSG00000174799	CEP135	CEP135
ENSMMUG00000050086			
ENSMMUG00000005250	ENSG00000004864	SLC25A13	SLC25A13
ENSMMUG00000013495	ENSG00000163479	SSR2	SSR2
ENSMMUG00000060384	ENSG00000235098	ANKRD65	ANKRD65
ENSMMUG00000032300	ENSG00000127418	FGFRL1	FGFRL1
ENSMMUG00000014386	ENSG00000146221	TCTE1	TCTE1
ENSMMUG00000042510	ENSG00000198734	F5	F5
ENSMMUG00000056277			Metazoa_SRP
ENSMMUG00000051094			Metazoa_SRP
ENSMMUG00000001571	ENSG00000116161	CACYBP	CACYBP
ENSMMUG00000047621	ENSG00000163762	TM4SF18	TM4SF18
ENSMMUG00000004564	ENSG00000085831	TTC39A	TTC39A
ENSMMUG00000052422	ENSG00000213760	ATP6V1G2	ATP6V1G2
ENSMMUG00000064807	ENSG00000124785	NRN1	NRN1
ENSMMUG00000005002	ENSG00000198837	DENND4B	DENND4B
ENSMMUG00000001300	ENSG00000213088	ACKR1	ACKR1
ENSMMUG00000051786			MRPL20
ENSMMUG00000023318	ENSG00000196367	TRRAP	TRRAP
ENSMMUG00000015233	ENSG00000117139	KDM5B	KDM5B
ENSMMUG00000006973	ENSG00000126870	DYNC2I1	DYNC2I1
ENSMMUG00000003462	ENSG00000135299	ANKRD6	ANKRD6
ENSMMUG00000026515			
ENSMMUG00000063426	ENSG00000215612	HMX1	HMX1
ENSMMUG00000015507	ENSG00000178222	RNF212	RNF212
ENSMMUG00000020954	ENSG00000164045	CDC25A	CDC25A
ENSMMUG00000022992	ENSG00000157131	C8A	C8A
ENSMMUG00000024417			U6
ENSMMUG00000056786			
ENSMMUG00000008839	ENSG00000198563	DDX39B	DDX39B
ENSMMUG00000052736	ENSG00000169908	TM4SF1	TM4SF1
ENSMMUG00000050616			
ENSMMUG00000055646	ENSG00000274711	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000055646	ENSG00000277668	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000053445			
ENSMMUG00000051176	ENSG00000120333	MRPS14	MRPS14
ENSMMUG00000013044	ENSG00000174175	SELP	SELP
ENSMMUG00000050972	ENSG00000198471	RTP2	RTP2
ENSMMUG00000042078	ENSG00000239472	RN7SL221P	Metazoa_SRP
ENSMMUG00000045518	ENSG00000264293	RN7SL657P	Metazoa_SRP
ENSMMUG00000064455	ENSG00000118526	TCF21	TCF21
ENSMMUG00000057125	ENSG00000206659	Y_RNA	Y_RNA
ENSMMUG00000064916			
ENSMMUG00000039212			
ENSMMUG00000033169	ENSG00000212458		
ENSMMUG00000018790	ENSG00000114739	ACVR2B	ACVR2B
ENSMMUG00000049892			
ENSMMUG00000038349	ENSG00000080200	CRYBG3	ARL6
ENSMMUG00000000850	ENSG00000157005	SST	SST
ENSMMUG00000012112			RNF11
ENSMMUG00000056363			
ENSMMUG00000022920	ENSG00000028839	TBPL1	TBPL1
ENSMMUG00000055132			
ENSMMUG00000054686			
ENSMMUG00000055797			
ENSMMUG00000058484			
ENSMMUG00000063912			
ENSMMUG00000016382	ENSG00000112357	PEX7	PEX7
ENSMMUG00000001297	ENSG00000162706	CADM3	CADM3
ENSMMUG00000048882	ENSG00000189367	KIAA0408	KIAA0408
ENSMMUG00000057252			
ENSMMUG00000013782	ENSG00000112769	LAMA4	LAMA4
ENSMMUG00000020856	ENSG00000159674	SPON2	SPON2
ENSMMUG00000018980	ENSG00000169903	TM4SF4	TM4SF4
ENSMMUG00000006904	ENSG00000221978	CCNL2	
ENSMMUG00000060682	ENSG00000206921	RNU6-481P	U6
ENSMMUG00000057843			
ENSMMUG00000000545	ENSG00000120332	TNN	TNN
ENSMMUG00000002696	ENSG00000143614	GATAD2B	GATAD2B
ENSMMUG00000015350	ENSG00000163312	HELQ	HELQ
ENSMMUG00000051158	ENSG00000182591	KRTAP11-1	KRTAP11-1
ENSMMUG00000057489			
ENSMMUG00000010408	ENSG00000187889	FYB2	FYB2
ENSMMUG00000022921	ENSG00000146411	SLC2A12	SLC2A12
ENSMMUG00000058667			
ENSMMUG00000054881			
ENSMMUG00000008251	ENSG00000188931	CFAP126	CFAP126
ENSMMUG00000034906	ENSG00000201555	Y_RNA	Y_RNA
ENSMMUG00000034906	ENSG00000199867	Y_RNA	Y_RNA
ENSMMUG00000035226	ENSG00000252606	RNU6-1150P	U6
ENSMMUG00000035226	ENSG00000252371	RNU6-725P	U6
ENSMMUG00000005092	ENSG00000116584	ARHGEF2	ARHGEF2
ENSMMUG00000023823	ENSG00000206717	Y_RNA	Y_RNA
ENSMMUG00000018982	ENSG00000018408	WWTR1	WWTR1
ENSMMUG00000048822			
ENSMMUG00000022184	ENSG00000111860	CEP85L	CEP85L
ENSMMUG00000010611	ENSG00000214338	SOGA3	SOGA3
ENSMMUG00000033071	ENSG00000201807		
ENSMMUG00000000869			SNRPC
ENSMMUG00000038064	ENSG00000266875	RN7SL408P	Metazoa_SRP
ENSMMUG00000012411	ENSG00000143252	SDHC	SDHC
ENSMMUG00000060152	ENSG00000162461	SLC25A34	SLC25A34
ENSMMUG00000016352	ENSG00000145982	FARS2	FARS2
ENSMMUG00000058388			
ENSMMUG00000055984	ENSG00000182747	SLC35D3	SLC35D3
ENSMMUG00000061787			
ENSMMUG00000013004	ENSG00000127241	MASP1	MASP1
ENSMMUG00000048490			
ENSMMUG00000049388			
ENSMMUG00000056073			Metazoa_SRP
ENSMMUG00000052672			
ENSMMUG00000056659	ENSG00000207039	Y_RNA	Y_RNA
ENSMMUG00000025979	ENSG00000212145	U8	U8
ENSMMUG00000024958	ENSG00000207247	Y_RNA	Y_RNA
ENSMMUG00000045179	ENSG00000160216	AGPAT3	AGPAT3
ENSMMUG00000036178	ENSG00000252581	RNU6-1098P	U6
ENSMMUG00000016579	ENSG00000188404	SELL	SELL
ENSMMUG00000026474	ENSG00000265236	SNORD84	SNORD83
ENSMMUG00000000546	ENSG00000235750	KIAA0040	KIAA0040
ENSMMUG00000060328			Metazoa_SRP
ENSMMUG00000006651	ENSG00000204006	C1orf185	C1H1orf185
ENSMMUG00000063472			
ENSMMUG00000024536	ENSG00000201785	SNORD117	SNORD83
ENSMMUG00000056881	ENSG00000184530	C6orf58	C4H6orf58
ENSMMUG00000062593			
ENSMMUG00000001140			
ENSMMUG00000019487	ENSG00000143554	SLC27A3	SLC27A3
ENSMMUG00000013566	ENSG00000016402	IL20RA	IL20RA
ENSMMUG00000055812			
ENSMMUG00000065084			
ENSMMUG00000008838	ENSG00000204511	MCCD1	MCCD1
ENSMMUG00000059745			
ENSMMUG00000035114	ENSG00000251789	RNU4-57P	U4
ENSMMUG00000051074			
ENSMMUG00000001216	ENSG00000158887	MPZ	MPZ
ENSMMUG00000016831	ENSG00000157680	DGKI	DGKI
ENSMMUG00000022824	ENSG00000196821	ILRUN	ILRUN
ENSMMUG00000018983	ENSG00000114744	COMMD2	COMMD2
ENSMMUG00000019057	ENSG00000123080	CDKN2C	CDKN2C
ENSMMUG00000055514			Metazoa_SRP
ENSMMUG00000062792	ENSG00000170421	KRT8	
ENSMMUG00000016281	ENSG00000116786	PLEKHM2	PLEKHM2
ENSMMUG00000064578			
ENSMMUG00000046419			
ENSMMUG00000060692			Metazoa_SRP
ENSMMUG00000058785			Metazoa_SRP
ENSMMUG00000018792	ENSG00000157036	EXOG	EXOG
ENSMMUG00000062929			
ENSMMUG00000023000	ENSG00000112818	MEP1A	MEP1A
ENSMMUG00000016917	ENSG00000153560	UBP1	UBP1
ENSMMUG00000013562	ENSG00000164485	IL22RA2	IL22RA2
ENSMMUG00000036399	ENSG00000199598	RNU6-859P	U6
ENSMMUG00000006609	ENSG00000204520	MICA	MIC1
ENSMMUG00000006609	ENSG00000204516	MICB	MIC1
ENSMMUG00000061651			
ENSMMUG00000052018			
ENSMMUG00000054699			
ENSMMUG00000008140	ENSG00000118515	SGK1	SGK1
ENSMMUG00000062715			
ENSMMUG00000009611	ENSG00000106018	VIPR2	VIPR2
ENSMMUG00000050708			
ENSMMUG00000004456	ENSG00000188175	HEPACAM2	HEPACAM2
ENSMMUG00000058609			Metazoa_SRP
ENSMMUG00000043122	ENSG00000265123	RN7SL200P	Metazoa_SRP
ENSMMUG00000062426	ENSG00000027697	IFNGR1	IFNGR1
ENSMMUG00000059208	ENSG00000175756	AURKAIP1	AURKAIP1
ENSMMUG00000058670			
ENSMMUG00000050938			
ENSMMUG00000018384	ENSG00000170365	SMAD1	SMAD1
ENSMMUG00000026599	ENSG00000207512	Y_RNA	Y_RNA
ENSMMUG00000019482	ENSG00000143624	INTS3	INTS3
ENSMMUG00000008323	ENSG00000159692	CTBP1	CTBP1
ENSMMUG00000060440	ENSG00000153012	LGI2	LGI2
ENSMMUG00000042475			
ENSMMUG00000058767			
ENSMMUG00000035494	ENSG00000253056	RNU7-128P	U7
ENSMMUG00000035728	ENSG00000239093		
ENSMMUG00000019056	ENSG00000185104	FAF1	FAF1
ENSMMUG00000014652	ENSG00000172673	THEMIS	THEMIS
ENSMMUG00000053567	ENSG00000183155	RABIF	RABIF
ENSMMUG00000013007	ENSG00000136514	RTP4	RTP4
ENSMMUG00000010406	ENSG00000162409	PRKAA2	PRKAA2
ENSMMUG00000054029			Metazoa_SRP
ENSMMUG00000056340	ENSG00000124664	SPDEF	SPDEF
ENSMMUG00000054936			Metazoa_SRP
ENSMMUG00000015825	ENSG00000183873	SCN5A	SCN5A
ENSMMUG00000042688			
ENSMMUG00000001075	ENSG00000182606	TRAK1	TRAK1
ENSMMUG00000005382	ENSG00000151611	MMAA	MMAA
ENSMMUG00000064458			
ENSMMUG00000042154	ENSG00000230062	ANKRD66	ANKRD66
ENSMMUG00000052643	ENSG00000175077	RTP1	RTP1
ENSMMUG00000051233			Y_RNA
ENSMMUG00000023347			
ENSMMUG00000012304	ENSG00000160214	RRP1	RRP1
ENSMMUG00000045578			
ENSMMUG00000015723	ENSG00000116147	TNR	TNR
ENSMMUG00000061971			
ENSMMUG00000053093			
ENSMMUG00000010655	ENSG00000164047	CAMP	CAMP
ENSMMUG00000010060	ENSG00000165120	SSMEM1	SSMEM1
ENSMMUG00000052691	ENSG00000199332	Y_RNA	Y_RNA
ENSMMUG00000062376			
ENSMMUG00000031534	ENSG00000206199	ANKUB1	ANKUB1
ENSMMUG00000007811	ENSG00000124507	PACSIN1	PACSIN1
ENSMMUG00000053425			Metazoa_SRP
ENSMMUG00000051605	ENSG00000186970	KRTAP15-1	KRTAP15-1
ENSMMUG00000042718	ENSG00000199332	Y_RNA	Y_RNA
ENSMMUG00000054444			Metazoa_SRP
ENSMMUG00000062087			
ENSMMUG00000020803	ENSG00000177409	SAMD9L	SAMD9L
ENSMMUG00000010703	ENSG00000164542	MATCAP2	MATCAP2
ENSMMUG00000035943	ENSG00000251854	RNU6-507P	U6
ENSMMUG00000019254	ENSG00000146070	PLA2G7	PLA2G7
ENSMMUG00000053840	ENSG00000186971	KRTAP13-4	KRTAP13-4
ENSMMUG00000051680			
ENSMMUG00000039875	ENSG00000237136	C4orf51	C5H4orf51
ENSMMUG00000060912			
ENSMMUG00000023427	ENSG00000090989	EXOC1	EXOC1
ENSMMUG00000054122			
ENSMMUG00000061752	ENSG00000158516	CPA2	CPA2
ENSMMUG00000007706	ENSG00000137992	DBT	DBT
ENSMMUG00000000170	ENSG00000205413	SAMD9	SAMD9
ENSMMUG00000016580	ENSG00000007908	SELE	SELE
ENSMMUG00000014971	ENSG00000182816	KRTAP13-2	
ENSMMUG00000014971	ENSG00000198390	KRTAP13-1	
ENSMMUG00000018128	ENSG00000143257	NR1I3	NR1I3
ENSMMUG00000017849	ENSG00000117153	KLHL12	KLHL12
ENSMMUG00000051393			Metazoa_SRP
ENSMMUG00000021607	ENSG00000164048	ZNF589	ZNF589
ENSMMUG00000061111	ENSG00000182816	KRTAP13-2	
ENSMMUG00000061111	ENSG00000198390	KRTAP13-1	
ENSMMUG00000039949	ENSG00000266794	RN7SL7P	Metazoa_SRP
ENSMMUG00000014905	ENSG00000073849	ST6GAL1	ST6GAL1
ENSMMUG00000060556			
ENSMMUG00000002200	ENSG00000162407	PLPP3	PLPP3
ENSMMUG00000047350	ENSG00000177468	OLIG3	OLIG3
ENSMMUG00000061388			Metazoa_SRP
ENSMMUG00000053748			Metazoa_SRP
ENSMMUG00000019252	ENSG00000180113	TDRD6	TDRD6
ENSMMUG00000053024			
ENSMMUG00000003582	ENSG00000162576	MXRA8	MXRA8
ENSMMUG00000059679	ENSG00000275696	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000012303	ENSG00000160213	CSTB	CSTB
ENSMMUG00000038152			
ENSMMUG00000023335	ENSG00000082996	RNF13	RNF13
ENSMMUG00000063777			
ENSMMUG00000015827	ENSG00000185313	SCN10A	SCN10A
ENSMMUG00000041044	ENSG00000278554	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000054895			Metazoa_SRP
ENSMMUG00000061087			
ENSMMUG00000057424			
ENSMMUG00000055581			
ENSMMUG00000025712	ENSG00000207300	Y_RNA	Y_RNA
ENSMMUG00000019377	ENSG00000128510	CPA4	CPA4
ENSMMUG00000050022	ENSG00000206107	KRTAP27-1	KRTAP27-1
ENSMMUG00000008698	ENSG00000105810	CDK6	CDK6
ENSMMUG00000027344	ENSG00000199476	Y_RNA	Y_RNA
ENSMMUG00000004488	ENSG00000163564	PYHIN1	PYHIN1
ENSMMUG00000026710	ENSG00000201432	Y_RNA	Y_RNA
ENSMMUG00000054249	ENSG00000197683	KRTAP26-1	
ENSMMUG00000049865			
ENSMMUG00000060496	ENSG00000158882	TOMM40L	TOMM40L
ENSMMUG00000019916	ENSG00000071994	PDCD2	PDCD2
ENSMMUG00000059605	ENSG00000197683	KRTAP26-1	
ENSMMUG00000055852			
ENSMMUG00000030280	ENSG00000156136	DCK	DCK
ENSMMUG00000003078	ENSG00000172113	NME6	NME6
ENSMMUG00000031439	ENSG00000153558	FBXL2	FBXL2
ENSMMUG00000059373	ENSG00000266627	RN7SL202P	Metazoa_SRP
ENSMMUG00000005380	ENSG00000151612	ZNF827	ZNF827
ENSMMUG00000044152			
ENSMMUG00000062457	ENSG00000160209	PDXK	PDXK
ENSMMUG00000050037			
ENSMMUG00000061878	ENSG00000219607	PPP1R3G	PPP1R3G
ENSMMUG00000008357	ENSG00000090316	MAEA	MAEA
ENSMMUG00000019912	ENSG00000215695	RSC1A1	RSC1A1
ENSMMUG00000023718	ENSG00000163630	SYNPR	SYNPR
ENSMMUG00000054415			
ENSMMUG00000055735	ENSG00000188694	KRTAP24-1	KRTAP24-1
ENSMMUG00000008869	ENSG00000118503	TNFAIP3	TNFAIP3
ENSMMUG00000057773			
ENSMMUG00000053468			
ENSMMUG00000010702	ENSG00000122547	EEPD1	EEPD1
ENSMMUG00000019917	ENSG00000112592	TBP	TBP
ENSMMUG00000019250	ENSG00000153291	SLC25A27	SLC25A27
ENSMMUG00000044696			
ENSMMUG00000049153	ENSG00000229453	SPINK8	SPINK8
ENSMMUG00000012175	ENSG00000164306	PRIMPOL	PRIMPOL
ENSMMUG00000014974	ENSG00000156284	CLDN8	CLDN8
ENSMMUG00000009494	ENSG00000158525	CPA5	CPA5
ENSMMUG00000023330	ENSG00000080224	EPHA6	EPHA6
ENSMMUG00000019802	ENSG00000234545	FAM133B	FAM133B
ENSMMUG00000052595	ENSG00000207194	RNU6-1026P	U6
ENSMMUG00000004966	ENSG00000124787	RPP40	RPP40
ENSMMUG00000024094			Y_RNA
ENSMMUG00000004516	ENSG00000158874	APOA2	APOA2
ENSMMUG00000019962	ENSG00000168356	SCN11A	SCN11A
ENSMMUG00000052908	ENSG00000142700	DMRTA2	DMRTA2
ENSMMUG00000003079	ENSG00000164049	FBXW12	FBXW12
ENSMMUG00000037365	ENSG00000252172	RNU6-720P	U6
ENSMMUG00000007109	ENSG00000107404	DVL1	DVL1
ENSMMUG00000018943	ENSG00000163071	SPATA18	SPATA18
ENSMMUG00000019919	ENSG00000008018	PSMB1	PSMB1
ENSMMUG00000058798			CCL24
ENSMMUG00000019532	ENSG00000124614	RPS10	NUDT3
ENSMMUG00000023244	ENSG00000164116	GUCY1A1	GUCY1A1
ENSMMUG00000015534	ENSG00000127993	RBM48	RBM48
ENSMMUG00000004492	ENSG00000163568	AIM2	AIM2
ENSMMUG00000059612			
ENSMMUG00000004512	ENSG00000158869	FCER1G	FCER1G
ENSMMUG00000009006	ENSG00000187257	RSBN1L	RSBN1L
ENSMMUG00000017366	ENSG00000169871	TRIM56	TRIM56
ENSMMUG00000005090			RXFP4
ENSMMUG00000017030	ENSG00000178233	TMEM151B	TMEM151B
ENSMMUG00000049324	ENSG00000070087	PFN2	
ENSMMUG00000049726			
ENSMMUG00000016581	ENSG00000171806	METTL18	METTL18
ENSMMUG00000051141			
ENSMMUG00000009495	ENSG00000091704	CPA1	CPA1
ENSMMUG00000054914	ENSG00000277483	RN7SL321P	Metazoa_SRP
ENSMMUG00000004886	ENSG00000171189	GRIK1	GRIK1
ENSMMUG00000039964			
ENSMMUG00000051506	ENSG00000199286	RNU6-1094P	U6
ENSMMUG00000002802	ENSG00000116771	AGMAT	AGMAT
ENSMMUG00000059050			
ENSMMUG00000004648	ENSG00000132680	KHDC4	KHDC4
ENSMMUG00000060636			
ENSMMUG00000022689	ENSG00000146232	NFKBIE	NFKBIE
ENSMMUG00000004964	ENSG00000153046	CDYL	CDYL
ENSMMUG00000065297			
ENSMMUG00000051686			Metazoa_SRP
ENSMMUG00000029421	ENSG00000152894	PTPRK	PTPRK
ENSMMUG00000062888	ENSG00000188817	SNTN	SNTN
ENSMMUG00000009926	ENSG00000106366	SERPINE1	SERPINE1
ENSMMUG00000050680			
ENSMMUG00000061303			
ENSMMUG00000063515			
ENSMMUG00000008525	ENSG00000111877	MCM9	MCM9
ENSMMUG00000000104	ENSG00000160208	RRP1B	RRP1B
ENSMMUG00000057195			Metazoa_SRP
ENSMMUG00000053913			Metazoa_SRP
ENSMMUG00000022687	ENSG00000157593	SLC35B2	SLC35B2
ENSMMUG00000054588			
ENSMMUG00000057984	ENSG00000206708	RNU6-1227P	U6
ENSMMUG00000062022			
ENSMMUG00000032244	ENSG00000116138	DNAJC16	DNAJC16
ENSMMUG00000016833	ENSG00000182158	CREB3L2	CREB3L2
ENSMMUG00000035470	ENSG00000252700	RNU7-110P	U7
ENSMMUG00000055935			Metazoa_SRP
ENSMMUG00000003074	ENSG00000164050	PLXNB1	PLXNB1
ENSMMUG00000048884			Metazoa_SRP
ENSMMUG00000045167	ENSG00000281394	SCARNA4	
ENSMMUG00000045167	ENSG00000280466	SCARNA4	
ENSMMUG00000059772			
ENSMMUG00000012920			
ENSMMUG00000056598			
ENSMMUG00000007627	ENSG00000173705	SUSD5	SUSD5
ENSMMUG00000026721			U6
ENSMMUG00000027793	ENSG00000207475	SNORA80E	SNORA80E
ENSMMUG00000038497	ENSG00000163945	UVSSA	UVSSA
ENSMMUG00000056377			
ENSMMUG00000057528	ENSG00000263672	RN7SL750P	Metazoa_SRP
ENSMMUG00000037419	ENSG00000283313	U6	U6
ENSMMUG00000046157			
ENSMMUG00000027839			5S_rRNA
ENSMMUG00000062380			U6
ENSMMUG00000016582	ENSG00000000460	FIRRM	FIRRM
ENSMMUG00000002684	ENSG00000181092	ADIPOQ	ADIPOQ
ENSMMUG00000028282	ENSG00000201314	Y_RNA	Y_RNA
ENSMMUG00000020207	ENSG00000112742	TTK	TTK
ENSMMUG00000059173	ENSG00000201309	Y_RNA	Y_RNA
ENSMMUG00000018939	ENSG00000188993	LRRC66	LRRC66
ENSMMUG00000012780	ENSG00000163632	C3orf49	C2H3orf49
ENSMMUG00000053454	ENSG00000143622	RIT1	RIT1
ENSMMUG00000004490	ENSG00000163565	IFI16	IFI16
ENSMMUG00000020337	ENSG00000178694	NSUN3	NSUN3
ENSMMUG00000005447	ENSG00000061918	GUCY1B1	GUCY1B1
ENSMMUG00000055469			
ENSMMUG00000000380	ENSG00000132463	GRSF1	GRSF1
ENSMMUG00000010162	ENSG00000106367	AP1S1	AP1S1
ENSMMUG00000009010	ENSG00000170275	CRTAP	CRTAP
ENSMMUG00000005915	ENSG00000158560	DYNC1I1	DYNC1I1
ENSMMUG00000053927			
ENSMMUG00000034809	ENSG00000201648	RNU4-91P	U4
ENSMMUG00000040007	ENSG00000127980	PEX1	PEX1
ENSMMUG00000050323			
ENSMMUG00000057226			U7
ENSMMUG00000057578			
ENSMMUG00000041051	ENSG00000261115	TMEM178B	TMEM178B
ENSMMUG00000012783	ENSG00000163634	THOC7	THOC7
ENSMMUG00000042312			
ENSMMUG00000045284			
ENSMMUG00000058138			
ENSMMUG00000050792			
ENSMMUG00000062685			Metazoa_SRP
ENSMMUG00000049387	ENSG00000112378	PERP	PERP
ENSMMUG00000021933	ENSG00000162374	ELAVL4	ELAVL4
ENSMMUG00000064484			
ENSMMUG00000057637	ENSG00000164167	LSM6	LSM6
ENSMMUG00000020138	ENSG00000114742	WDR48	WDR48
ENSMMUG00000057255	ENSG00000178700	DHFR2	DHFR2
ENSMMUG00000006980	ENSG00000122545	SEPTIN7	SEPTIN7
ENSMMUG00000008526	ENSG00000111875	ASF1A	ASF1A
ENSMMUG00000050012			
